name,lat,lon
Visionary Ventures,51.473125,5.545992
Visionary Ventures,51.561028,5.105252
Visionary Ventures,51.978542,5.662942
Visionary Ventures,51.587292,4.314086
Visionary Ventures,51.460587,5.470428
Visionary Ventures,52.050022,5.23329
Visionary Ventures,53.103565,7.007317
Visionary Ventures,52.465270999999994,5.996761
Visionary Ventures,53.27536,5.65745
Visionary Ventures,52.369431,4.902561
Visionary Ventures,52.500275,4.7678970000000005
Visionary Ventures,51.890999,6.38221
Visionary Ventures,52.417384999999996,4.892918
Visionary Ventures,53.05868100000001,6.206062
Visionary Ventures,52.351871,4.653853
Visionary Ventures,53.187495999999996,5.550603
Visionary Ventures,52.53076899999999,4.708856
Visionary Ventures,53.162689,6.390552
Visionary Ventures,52.352077,5.1391800000000005
Visionary Ventures,52.950995999999996,6.44759
Visionary Ventures,51.864212,4.993211
Visionary Ventures,51.578388000000004,4.739012000000001
Dynamic Industries,51.327106,3.8352769999999996
Dynamic Industries,52.062428000000004,4.495113
Dynamic Industries,53.252827,6.93055
Dynamic Industries,51.821827,4.6391919999999995
Dynamic Industries,52.210640000000005,6.862466
Dynamic Industries,50.875729,5.983105
Dynamic Industries,51.78159,5.852942
Dynamic Industries,52.957359,5.923781
Dynamic Industries,51.42263,5.485685
Dynamic Industries,53.255814,6.460433999999999
Dynamic Industries,51.949268,5.291231
Dynamic Industries,51.803226,4.658241
Dynamic Industries,51.267548,3.9083069999999998
Dynamic Industries,52.804145999999996,6.062646
Dynamic Industries,51.385471,6.18034
Dynamic Industries,51.574566,5.0840879999999995
Innovative Industries,51.972572,5.733727
Innovative Industries,51.772125,5.5368379999999995
Innovative Industries,50.907101000000004,5.783562
Innovative Industries,50.96801,5.7659769999999995
Innovative Industries,51.946819,4.852675
Innovative Industries,51.419823,5.681571
Innovative Industries,52.080544,4.26788
Innovative Industries,52.248264,6.215291000000001
Innovative Industries,53.161324,6.391243
Innovative Industries,53.33301899999999,6.927560000000001
Innovative Industries,51.98605,6.5674339999999995
Innovative Industries,51.969475,6.296354
Innovative Industries,53.256824,5.764418
Innovative Industries,50.971111,5.840834
Innovative Industries,51.874161,4.468471
Innovative Industries,52.102875,4.278647
Innovative Industries,52.354774,6.487099
Innovative Industries,51.953533,4.58449
Innovative Industries,53.138874,6.428666000000001
Innovative Industries,51.971794,5.728239
Innovative Industries,52.690727,5.228179
Innovative Industries,52.212837,5.2849379999999995
Global Technologies,51.949177,5.205943
Global Technologies,51.814663,4.895782
Global Technologies,53.017899,5.661097
Global Technologies,50.924942,5.92628
Global Technologies,51.691158,5.077068
Global Technologies,53.262825,5.758061
Global Technologies,52.371681,4.642253
Global Technologies,52.187172,5.293397
Global Technologies,53.008922999999996,6.563698
Global Technologies,52.380520000000004,4.622766
Global Technologies,51.909766999999995,4.317857
Global Technologies,52.514137,5.5028809999999995
