name,lat,lon
Visionary Ventures,52.067043,4.245547
Visionary Ventures,51.80616,4.56821
Visionary Ventures,51.984154,5.901587
Visionary Ventures,52.000099,4.1643
Visionary Ventures,52.012947,4.358411
NextGen Corporation,52.011696,4.5306169999999995
NextGen Corporation,53.246590000000005,6.587722
NextGen Corporation,52.091122,5.239730000000001
NextGen Corporation,52.775509,6.894639999999999
NextGen Corporation,52.105629,5.01377
NextGen Corporation,52.687495999999996,6.186726
NextGen Corporation,51.983124,5.647619000000001
NextGen Corporation,51.837897999999996,4.96115
Global Enterprises,51.819859,4.775273
Global Enterprises,51.437591999999995,5.5216
Global Enterprises,52.022343,4.172887
Global Enterprises,51.658089000000004,5.609134
Global Enterprises,52.082481,5.416172
Global Enterprises,51.784874,4.6765
Pioneer Corporation,53.182219999999994,6.16162
Pioneer Corporation,51.514881,3.87917
Pioneer Corporation,51.208839000000005,6.020873
Pioneer Corporation,51.4422,5.618658
Pioneer Corporation,52.408424,4.638079
Pioneer Corporation,50.99897,5.857857
Pioneer Corporation,51.362499,5.16139
Pioneer Corporation,52.157619,6.407299
Swift Enterprises,51.865047,4.355659999999999
Swift Enterprises,52.494499,4.68548
Swift Enterprises,52.37867,4.883832
Swift Enterprises,51.702118,5.560448
Swift Enterprises,51.81139,5.800421
Swift Enterprises,51.517178,3.9946129999999997
Swift Enterprises,52.110386,5.083622
Swift Enterprises,52.989479,6.29171
Innovative Ventures,51.507145,3.625687
Innovative Ventures,52.882854,6.866725
Innovative Ventures,53.205276,5.80459
Innovative Ventures,52.152015999999996,5.386049
Innovative Ventures,53.147411,7.035044
Modern Solutions,52.253384000000004,4.764716
Modern Solutions,51.879471,5.837613
Modern Solutions,50.88409,5.977301000000001
Modern Solutions,51.377594,6.180149
Modern Solutions,52.252392,5.611487
Dynamic Group,52.310116,6.655361
Dynamic Group,52.758904,5.074035
Dynamic Group,50.86018,5.6700099999999996
Dynamic Group,52.561909,5.90332
Dynamic Group,52.792603,6.939039999999999
Dynamic Group,52.002075,4.354248
Dynamic Group,52.208839000000005,5.943724
Dynamic Group,52.988174,6.955722
Dynamic Group,53.330096999999995,6.515194999999999
Dynamic Group,53.136929,6.42889
Elite Ventures,51.466656,3.527475
Elite Ventures,52.066722999999996,4.245369999999999
Elite Ventures,52.603954,4.687765
Elite Ventures,52.989479,6.29171
Elite Ventures,51.934360999999996,5.628658000000001
Elite Ventures,52.432789,6.070513
Elite Ventures,52.359028,6.379117
Global Ventures,52.264221,5.17086
Global Ventures,53.21068199999999,6.564325
Global Ventures,51.930225,6.064158
Global Ventures,51.365326,6.151947
Global Ventures,52.792629000000005,6.93682
Global Ventures,52.254635,4.494229
Global Ventures,52.439296999999996,4.830597
Global Ventures,51.55162,5.07491
Global Ventures,52.62411899999999,4.94754
Global Ventures,50.945316,5.971508999999999
Swift Ventures,50.895817,5.733605000000001
Swift Ventures,52.047565000000006,4.9515720000000005
Swift Ventures,52.359459,6.586180000000001
Swift Ventures,51.966373,5.908669000000001
Swift Ventures,51.283161,5.750272
NextGen Enterprises,52.284591999999996,6.827428
NextGen Enterprises,53.319263,6.8602300000000005
NextGen Enterprises,52.836105,4.695741
NextGen Enterprises,52.435471,4.83725
NextGen Enterprises,50.971111,5.840834
NextGen Enterprises,51.649853,4.0379059999999996
NextGen Enterprises,52.33506,5.218558
NextGen Enterprises,50.843666,5.678115
NextGen Enterprises,52.379841,4.751549
Elite Industries,52.301762,4.874407
Elite Industries,52.362465,4.913075
Elite Industries,52.139595,6.2102889999999995
Elite Industries,51.607353,4.746425
Elite Industries,51.422184,5.735569
Elite Industries,52.048023,6.309369
Elite Industries,53.337029,6.300662
Elite Industries,51.890682,6.384168
Innovative Group,52.362484,4.939544000000001
Innovative Group,51.826209999999996,4.419980000000001
Innovative Group,52.034775,5.344037999999999
Innovative Group,51.584629,4.3143199999999995
Innovative Group,52.44929499999999,4.594661
Elite Corporation,51.840839,5.839759
Elite Corporation,52.074196,5.095043
Elite Corporation,52.207069,4.86029
Elite Corporation,52.28484,4.577787
Elite Corporation,52.116001000000004,5.128069
Elite Corporation,52.95930500000001,5.872152
Elite Group,51.959595,5.896393
Elite Group,52.415259999999996,5.882712000000001
Elite Group,51.997501,5.311703
Elite Group,52.363007,4.8747370000000005
Elite Group,51.794071,4.704205
Elite Group,51.001583000000004,5.859209
Elite Group,51.931885,4.345898
Elite Group,52.977985,6.48348
Elite Group,53.304759999999995,6.149081
Elite Group,52.65576899999999,4.75776
Swift Solutions,52.448189,5.899847
Swift Solutions,52.158699,5.3785419999999995
Swift Solutions,51.51334,4.437685
Swift Solutions,51.931885,4.345898
Swift Solutions,51.446358000000004,4.04274
Swift Solutions,52.378326,4.90041
Elite Consulting,53.21938299999999,6.565647
