name,lat,lon
Pioneer Networks,52.141899,5.583035
Pioneer Networks,53.334869,6.516187
Pioneer Networks,52.692184,5.056780000000001
Pioneer Networks,52.50573000000001,4.98528
Pioneer Networks,51.947071,6.02425
NextGen Technologies,52.897564,5.583602
NextGen Technologies,52.322635999999996,4.972053
NextGen Technologies,52.074196,5.095043
NextGen Technologies,53.173977,6.208481
NextGen Technologies,52.1436,5.045227
Global Group,52.088352,4.870138
Global Group,51.979279,5.794896
Global Group,52.214283,5.28576
Global Group,52.365601,5.2562050000000005
Global Group,51.577759,4.7394870000000004
Swift Industries,51.47007,4.661092
Swift Industries,52.382301,4.7976
Swift Industries,51.930698,4.78602
Swift Industries,51.709614,5.367338
Swift Industries,52.083892999999996,4.743723
